Clave ,Descripci—n ,L’nea ,Unidad de entrada ,Fecha de œltima compra ,Fecha de œltima venta ,Existencias 
FERR-005,NIPLE CAMPANA 3/8 x 3/8 GAS,U   F,PIEZA,26/05/15,27/05/15,0
FERR-006,"MANGUERA P/JARDIN KELOS 3/4""",U   F,METROS,29/05/15,29/05/15,0
FERR-007,"CONEXION MANGUERA LATON HEMBRA 3/4""",U   F,PIEZA,29/05/15,29/05/15,0
FERR-008,"CONEXION MANGUERA LATON MACHO 3/4""",,PIEZA,29/05/15,29/05/15,0
FERR-009,CODO CAMPANA 3/8 x 3/8 GAS,U   F,PIEZA,28/05/15,,0
FERR-010,ANGUERA P/GAS 1MT MIBER,U   F,PIEZA,28/05/15,,0
FERR-011,TANQUE P/GAS 10 KG C/UNA ROSCA,U   F,PIEZA,28/05/15,,0
FF0394,FOLDER FLASHFILE LITE BIT OFI AZUL AQUA,OBU C,PAQ C/25,,19/02/10,0
FF0450,FOLDER FLASHFILE EJEC BIT CTA MARRON,OBU C,PAQ C/25,22/01/18,24/01/18,3
FF0451,FOLDER FLASHFILE EJEC BIT CTA CAFE,OBU C,PAQ C/25,,09/03/18,6
FF0452,FOLDER FLASHFILE EJEC BIT CTA VERDE PINO,OBU C,PAQ C/25,17/11/17,08/11/17,0
FF0453,FOLDER FLASHFILE EJEC BIT CTA AZUL MARIN,OBU C,PAQ C/25,18/08/17,01/02/18,4
FF0454,FOLDER FLASHFILE EJEC BIT CTA NEGRO,OBU C,PAQ C/25,,,0
FF0455,FOLDER FLASHFILE LITE BIT CTA CORAL,OBU C,PAQ C/25,04/04/18,06/07/17,6
FF0456,FOLDER FLASHFILE LITE BIT CTA LILA,OBU C,PAQ C/25,06/12/17,02/04/18,96
FF0457,FOLDER FLASHFILE LITE BIT CTA ROSA,OBU C,PAQ C/25,19/12/17,22/03/18,20
FF0458,FOLDER FLASHFILE LITE BIT CTA AZUL AQUA,OBU C,PAQ C/25,28/11/17,24/02/18,0
FF0461,FOLDER FLASHFILE INTENSO CTA NARANJA,OBU C,PAQ C/25,12/10/17,02/03/18,0
FF0463,FOLDER FLASHFILE CTA INTENSO ROJO,OBU C,PAQ C/25,04/04/18,,8
FF0466,FOLDER FLASHFILE NEON CTA LIMîN,OBU C,PAQ C/25,,19/02/10,1
FF0468,FOLDER FLASHFILE NEON CTA CORAL,OBU C,PAQ C/25,,,4
FF0470,FOLDER FLASHFILE NEON CTA ROSA MEXICANO,OBU C,PAQ C/25,04/04/18,04/04/18,11
FF0471,FOLDER FLASHFILE LITE BIT CTA MORADO,OBU C,PAQ C/25,,25/05/17,0
FF0840,FOLDER FLASHFILE EJEC BIT CTA AZUL MARIN,OBU C,PIEZA,11/01/18,24/02/18,145
FF0841,FOLDER FLASHFILE EJEC BIT CTA MARRON,OBU C,PIEZA,,07/06/17,0
FF0842,FOLDER FLASHFILE EJEC BIT CTA VERDE PINO,OBU C,PIEZA,01/08/17,04/11/17,0
FF0843,FOLDER FLASHFILE EJEC BIT CTA NEGRO,OBU C,PIEZA,20/09/17,19/07/17,24
FF0844,FOLDER FLASHFILE EJEC BIT CTA CAFE,OBU C,PIEZA,16/02/17,30/06/17,4
FF1161,FOLDER FLASHFILE INTENSO CTA NARANJA,OBU C,PIEZA,29/11/17,05/03/18,46
FF1162,FOLDER FLASHFILE INTENSO CTA AMARILLO,OBU C,PIEZA,16/02/17,14/03/18,270
FF1163,FOLDER FLASHFILE INTENSO CTA ROJO,OBU C,PIEZA,04/04/18,04/04/18,"1,124.00"
FF1164,FOLDER FLASHFILE INTENSO CTA AZUL REY,OBU C,PIEZA,12/03/18,12/03/18,212
FF1165,FOLDER FLASHFILE INTENSO CTA VERDE,OBU C,PIEZA,12/03/18,12/03/18,268
FF1461,FOLDER FLASHFILE INTENSO OFI NARANJA,OBU C,PAQ C/25,13/07/17,14/07/17,2
FF1462,FOLDER FLASHFILE INTENSO OFI AMARILLO,OBU C,PAQ C/25,13/09/17,13/09/17,1
FF1463,FOLDER FLASHFILE INTENSO OFI ROJO,OBU C,PAQ C/25,06/03/18,09/03/18,0
FF1464,FOLDER FLASHFILE INTENSO OFI AZUL REY,OBU C,PAQ C/25,28/02/18,27/01/18,8
FF1465,FOLDER FLASHFILE INTENSO OFI VERDE,OBU C,PAQ C/25,27/01/18,27/01/18,1
FF2161,FOLDER FLASHFILE INTEN BITO CTA NARANJA,OBU C,PIEZA,06/11/17,09/03/18,82
FF2162,FOLDER FLASHFILE INTEN BITO CTA AMARILLO,OBU C,PIEZA,,13/09/17,49
FF2163,FOLDER FLASHFILE INTEN BITO CTA ROJO,OBU C,PIEZA,24/03/18,04/04/18,325
FF2164,FOLDER FLASHFILE INTEN BITO CTA AZUL REY,OBU C,PIEZA,04/12/17,14/03/18,552
FF2165,FOLDER FLASHFILE INTEN BITO CTA VERDE,OBU C,PIEZA,06/12/17,09/01/18,100
FF2265,FOLDER FLASHFILE LITE BIT CTA 5 COLORES,OBU C,PIEZA,,07/06/17,0
FF2270,FOLDER FLASHFILE NEON CTA LIMîN,OBU C,PIEZA,,27/01/18,65
FF2272,FOLDER FLASHFILE NEON CTA CORAL,OBU C,PIEZA,06/11/17,08/11/17,0
FF2273,FOLDER FLASHFILE NEON CTA MANDARINA,OBU C,PIEZA,04/10/17,27/01/18,44
FF2274,FOLDER FLASHFILE NEON CTA ROSA MEXICANO,OBU C,PIEZA,04/10/17,09/03/18,135
FFAMBT,****NO USAR**** FILE AMA CTA 2162,OBU C,Pieza,26/10/16,19/02/10,0
FICHAS1,6787 FICHA MAGNETICA ALFRA C/8,OEH E,BLISTER/8,19/04/17,20/04/17,0
FICHAS2,FICHA MAGNETICA AGRANEL 6786,OBO C,PIEZA,15/12/10,16/02/12,0
FICHBI0,****NO USAR****  ACME 845 MANUAL,OBO C,PIEZA,07/10/16,19/02/10,0
FIELTRO,FIELTRO,U   F,METRO,13/09/14,15/09/14,0
FINT2088,2088 PINTARRON ALFRA CLAS 120 X 150 EMP,OEH E,PIEZA,05/03/16,25/04/16,0
FIPODER01,"FORMATO IMPRESO ""PODER""",OBY C,Pieza,,19/02/10,0
FLEJ004,FLETE,RI  F,PIEZA,27/02/18,28/08/15,3
FLEJE01,"KILOS FLEJE EN CAJA DE 1/2""",U   F,KILO,16/02/18,17/02/18,0
FLEXH3,FLEXOMETRO TRUPER FH-3 (14577) 3 M,OBP C,PIEZA,01/02/18,01/02/18,0
FLEXH3.,FLEXOMETRO TRUPER FH-3ME (15387),OBP C,PIEZA,13/03/18,13/03/18,0
FLEXH3M,FLEXOMETRO TRUPER FX-3M (14604),,pz,29/11/17,29/11/17,0
FLEXH5,FLEXOMETRO TRUPER FH-5 (14578) 5 M,OBP C,PIEZA,01/02/18,01/02/18,0
FLEXH5M,FLEXOMETRO TRUPER FH-5ME (15388),OBP C,PIEZA,13/03/18,13/03/18,0
FLEXOM1,FLEXOMETRO PRETUL 5 M,OBP C,PIEZA,10/07/15,10/07/15,0
FLEXOM10,FLEXOMETRO TRUPER FH-8 (14579) 8 M,OBP C,PIEZA,06/08/14,07/08/14,0
FLEXOM11,FLEXOMETRO ARBIL 3 M,OBP C,PIEZA,14/01/15,14/01/15,0
FLEXOM12,****NO USAR**** C/MAGNETO 3 M,OBP C,PIEZA,03/02/15,03/02/15,0
FLEXOM13,****NO USAR****C/MAGNETO 5 M,OBP C,PIEZA,03/02/15,03/02/15,0
FLEXOM14,FLEXOMETRO CADENA MGA9025 9 M,OBP C,PIEZA,02/02/16,08/02/16,0
FLEXOM2,FLEXOMETRO PRETUL 3 M,OBP C,PIEZA,13/10/17,14/10/17,0
FLEXOM3,FLEXOMETRO SANTUL 3 M,OBP C,PIEZA,15/11/12,15/11/12,0
FLEXOM4,****NO USAR*** TRUPER O CONTRA IMPACTO,OBP C,PIEZA,29/07/15,29/07/15,0
FLEXOM5,****NO USAR*****PER MAGNETICO 3 M,OBP C,PIEZA,10/07/15,10/07/15,0
FLEXOM6,****NO USAR**** TRUPER HULE 5MT,OBP C,PIEZA,10/01/15,14/01/15,0
FLEXOM7,****NO USAR**** 5 MT STANLEY PRO,OBP C,PIEZA,13/03/13,13/03/13,0
FLEXOM8,CINTA METALICA LARGA PRETUL 20900,OBP C,PIEZA,08/03/13,,0
FLEXOM9,CINTA METALICA LARGA PRETUL 20901,OBP C,PIEZA,12/03/13,19/02/10,1
FLEXST01,FLEXOMETRO STANLEY MAGNETICO 5 M,OBP C,PIEZA,,,0
FLEXST02,FLEXOMETRO HIG POWER MAGNETICO 5 M,OBP C,PIEZA,11/05/15,,0
FLXVIN15,IMAN FLEXIBLE C/CARA VINIL BLANCO CAL 15,U   F,METROS,20/07/17,20/07/17,0
FOACF01,FOLD C/BROCHE OF FOLDATA 3036 AZUL REY,OBR C,PIEZA,21/07/15,28/10/15,1
FOACF01A,FOLDER PRESBOARD 3027 NEGRO T/C,OBR C,PIEZA,,19/02/10,20
FOACF01B,FOLDER PRESB T/C  3021 AZUL CLARO,OBR C,PIEZA,,19/02/10,5
FOACF01C,FOLDER PRESBOARD T/C 3022 VERDE CLARO,OBR C,PIEZA,,19/02/10,3
FOACF01D,FOLDER PRESBOARD T/C AMARILLO FOLD,OBR C,PIEZA,,19/02/10,15
FOACF01E,FOLDER PRESBOARD T/C VERDE BAND FOLD,OBR C,PIEZA,,,2
FOACFP1,FOLDER MAE FP-1 PLAST C/PALANCA,OBR C,PIEZA,15/02/17,16/11/17,3
FOACGR1,FOL ACCOGRIP CTA VERDE CLARO,OBQ C,PIEZA,12/03/18,12/03/18,14
FOACGR10,FOL ACCOGRIP CTA ACCO  PLASTICO P1646,OBQ C,PIEZA,20/11/12,28/07/15,0
FOACGR2,FOL ACCOGRIP CTA AZUL CLARO,OBQ C,PIEZA,24/06/17,06/09/17,0
FOACGR3,FOL ACCOGRIP CTA VERDE OBSC,OBQ C,PIEZA,17/11/17,05/03/18,0
FOACGR4,FOL ACCOGRIP CTA AMARILLO,OBQ C,PIEZA,30/10/17,08/02/18,0
FOACGR5,FOL ACCOGRIP CTA AZUL OBS.,OBQ C,PIEZA,12/03/18,12/03/18,8
FOACGR5A,FOL ACCOGRIP CTA AZUL REY,OBQ C,PIEZA,20/08/15,21/08/15,0
FOACGR6,FOL ACCOGRIP CTA NEGRO,OBQ C,PIEZA,30/10/17,29/09/17,4
FOACGR7,FOL ACCOGRIP CTA ROJA,OBQ C,PIEZA,30/10/17,16/03/18,15
FOACGR8,FOL ACCOGRIP CTA CAOBA,OBQ C,PIEZA,30/10/17,28/06/17,4
FOACGR9,FOL ACCOGRIP OF ROJO,OBQ C,PIEZA,20/05/17,30/10/17,4
FOACGR9C,FOL ACCOGRIP OF CAOBA,OBQ C,Pieza,,19/02/10,0
FOACP03,FOL ACCOGRIP OF AZUL OBS,OBQ C,PIEZA,07/12/15,19/02/10,0
FOACP04,FOL ACCOPRESS ROJO OFICIO,OBQ C,PIEZA,05/06/17,20/06/17,0
FOACP06,FOLDER C/PALANCA T/O AZUL,OBR C,PIEZA,04/01/13,08/01/13,0
FOACP07,FOL ACCOGRIP OF NEGRO,OBQ C,PIEZA,11/01/16,30/03/17,10
FOACPR0,FOL ACCOPRESS CTA AZUL CLARO,OBR C,PIEZA,17/03/18,19/02/10,6
FOACPR1,FOL ACCOPRESS CTA AZUL OSCURO,OBR C,PIEZA,12/03/16,15/06/17,30
FOACPR2,FOL ACCOPRESS CTA VERDE,OBR C,PIEZA,12/02/18,05/03/18,5
FOACPR2A,FOL ACCOPRESS CTA VERDE OSCURO,OBR C,PIEZA,26/06/15,11/06/16,2
FOACPR3,FOL ACCOPRESS CTA NEGRO,OBR C,PIEZA,26/06/15,19/02/10,10
FOACPR5,FOL ACCOPRESS CTA AMARILLO,OBR C,PIEZA,23/01/14,31/01/14,0
FOACPR7,FOL ACCOPRESS CTA ROJO,OBR C,PIEZA,10/08/0201,19/02/10,12
FOACPR8,FOL ACCOPRESS CTA CAOBA,OBR C,PIEZA,23/01/14,31/01/14,0
FOACPS1,FOL ACCOPRESS OF AZUL OBSCURO,OBR C,PIEZA,18/05/16,19/05/16,9
FOACPS2,FOL ACCOPRESS OF AZUL CLARO,OBR C,PIEZA,30/08/0201,19/02/10,0
FOCAH23W,FOCO AHORRADOR 23W MINI TECNOLITE,U   F,PIEZA,26/02/16,26/02/16,0
FOCOL02,FOLDER PLAST C/SOLAPA GRIS  3002 ELITTE,OBT C,PIEZA,28/02/15,17/02/15,0
FOCOL03,FOLDER C/SOLAPA VERDE ELITE EL-3005,OBT C,PIEZA,18/02/13,12/08/13,0
FOCOLEG,FOLDER ELITE FILE GRIS,OBU C,PIEZA,04/12/13,25/08/17,91
FOLAC10,FOLDER COLG T/CARTA WILSON JONES C/25,OBT C,PIEZA,07/10/15,05/11/15,0
FOLAC94,FOL COLG CTA OXFORD COLOR,OBT C,PIEZA,04/12/14,04/12/14,0
FOLACO1,FOL COLG CTA C/25 VERDE,OBT C,PIEZA,07/08/13,04/06/14,0
FOLACO10,FOLDER COLG PENDAFLEX CTA AZ (92502),OBT C,PAQ/25,23/10/17,25/10/17,0
FOLACO11,FOLDER COLG CTA STARFILE VERDE,OBT C,PAQ/25,23/10/17,25/10/17,0
FOLACO2,FOL COLG OFICIO  C/25 VERDE,OBT C,PIEZA,17/12/14,18/12/14,0
FOLACO4,FOL COLG CTA ROJO  FOLDAFLEX,OBT C,PIEZA,10/08/0201,05/12/17,0
FOLACO5,FOL COLG T/OF FOLDAFLEX COLOR VDE.C/25,OBT C,PIEZA,09/02/18,22/03/18,3
FOLACO5A,FOL COLG T/OF FOLDAFLEX COLOR AZUL,OBT C,Pieza,13/06/16,15/06/16,0
FOLACO6,FOL COLG T/C FOLDAFLEX VDE C/25,OBT C,PIEZA,03/03/16,04/06/16,0
FOLACO6A,FOL COLG OF FOLDAFLEX  ROJO,OBT C,PIEZA,15/06/17,15/06/17,0
FOLACO6B,FOLDER COLGANTE FOLDAFLEX CARTA AZUL,OBT C,Pieza,12/05/16,12/05/16,0
FOLACO6O,FOL COLG OF PENDAFLEX  COLOR,OBT C,PIEZA,16/04/15,17/04/15,0
FOLACO6P,FOL COLG OF PENDAFLEX ROJO,OBT C,PIEZA,,,0
FOLACO7,FOL COLG T/OF FOLDAFLEX COLOR AMA,OBT C,Pieza,13/06/16,15/06/16,0
FOLACO7A,FOL COLG T/C  FOLDAFLEX PLUS AMARILLO,OBT C,CAJA,10/11/17,14/11/17,0
FOLACO8,91525 FOLDER COLGANTE CARTA OXFORD C/25,OBT C,PIEZA,28/02/18,24/03/18,12
FOLACO9,FOLDER COLGANTE T/OF ACRIMET C/25,OBT C,PIEZA,27/11/17,28/11/17,2
FOLACO9K,FOLDER COLG T/O ACRIMET C/25,OBT C,Pieza,07/12/16,19/02/10,0
FOLARCH0024,FOLDER ARCHIVERO EASY EMP 0024,OBW C,PIEZA,17/03/16,18/03/16,0
FOLBAC1,FOLDER PRESSBOARD ROJO C/BROCH BACO,OBR C,PIEZA,20/06/16,19/02/10,12
FOLBACP,FOLDER BACO PRESSBOARD C/BO OF VERDE CLA,OBR C,PIEZA,12/06/15,19/02/10,27
FOLCOL1,(91535) FOL COLG OF OXFORD C/25,OBT C,CAJA,26/03/18,03/04/18,17
FOLCOL2,(93509) FOLDER COLG OF OXFORD C/25 AMA,OBT C,PAQUETE,24/02/17,04/08/17,0
FOLCOL3,(93502) FOLDER COLG OF OXFORD C/25 AZ,OBT C,PAQUETE,24/02/17,18/03/17,1
FOLCTA-A,FOLDER CARTA MAPASA/NASSA AMARILLO,OBW C,PIEZA,,09/03/18,24
FOLCTA-R,FOLDER CARTA MAPASA/NASSA ROSA,OBW C,PIEZA,27/11/17,22/02/18,600
FOLCTA-V,FOLDER CARTA MAPASA/NASSA VERDE,OBW C,PIEZA,03/07/17,23/03/18,479
FOLCTA-Z,FOLDER CARTA MAPASA/NASSA AZUL,OBW C,PIEZA,30/10/17,20/02/18,11
FOLDAC1,FOLDER ACCOPORT CTA GRIS/NG,OBW C,PIEZA,09/07/12,10/07/12,0
FOLDE01,FOLDER CON COSTILLA TRANSPARENTE T/CARTA,DEPOT,PIEZA,13/06/16,24/01/18,265
FOLDE02,FOLDER C/PALANCA CTA ESSELTE F212,OBR C,PIEZA,09/04/14,17/01/15,0
FOLDE02A,F219B CARPETA PALANCA OXFORD T/C BC,OBR C,PIEZA,13/01/18,08/02/18,29
FOLDE02B,F219A CARPETA PALANCA OXFORD T/C AZ,OBR C,PIEZA,09/02/18,17/02/18,1
FOLDE02BK,F219BK CARPETA PALANCA OXFORD T/C NG,OBR C,Pieza,,10/12/15,0
FOLDE02Q,F-02QFOLDER ACME C/CLIP CTA,OBS C,PIEZA,28/09/16,19/02/10,0
FOLDE03,QO355 FOLDER ACME C/COST C/5 T/OF TRANS,OBS C,PIEZA,11/06/09,19/02/10,0
FOLDE04,FOLDER CTA OXFORD C/LIGA F879/880,OBW C,PIEZA,27/11/17,29/11/17,10
FOLDE05,FOLDER ACME F-02Q  T/C  C/CLIP,OBR C,PIEZA,09/09/16,19/02/10,0
FOLDE08,FOLDER PORTADOCUMENTOS C/CLIP,DEPOT,Pieza,22/09/14,23/09/14,0
FOLDIEM1,FOLDER T/C AZUL DIEM C/100,OBW C,PIEZA,03/01/18,09/01/18,0
FOLDIEM10,FOLDER DIEM T/OFICIO CREMA,OBW C,PIEZA,10/08/15,11/11/15,0
FOLDIEM2,FOLDER DIEM T/CARTA CREMA,OBW C,PIEZA,10/08/15,,0
FOLDIEM3,FOLDER CARTA AZUL DIEM C/25,OBW C,PAQ/25,04/11/17,07/11/17,0
FOLEC01,FOLDER CARTA CREMA ECONOFILE,OBW C,PIEZA,04/04/18,05/04/18,"10,595.00"
FOLEC01A,FOLDER CARTA CREMA MAPASA,OBW C,PIEZA,20/03/18,05/04/18,"3,004.00"
FOLEC01B,FOLDER CARTA CREMA OXFORD,OBW C,PIEZA,31/07/13,09/07/15,0
FOLEC01C,FOLDER CANSA CREMA CARTA,OBW C,PIEZA,16/01/18,04/04/18,"1,275.00"
FOLEC01D,FOLDER CARTA CREMA PRO FILE,OBW C,PIEZA,,,100
FOLEC02,FOLDER CARTA AZUL APSA,OBW C,PIEZA,24/01/18,06/02/18,200
FOLEC02A,FOLDER CARTA AZUL ECONOFILE,OBW C,PIEZA,06/11/17,08/11/17,0
FOLEC02D,FOLDER T/C AZUL DIEM C/25 PASTEL,OBW C,PAQUETE,03/03/16,04/03/16,0
FOLEC02M,FOLDER CARTA AZUL MAPASA,OBW C,PIEZA,09/12/17,16/03/18,504
FOLEC03,FOLDER CARTA VERDE MAPASA,OBW C,PIEZA,21/02/18,08/03/18,200
FOLEC03A,FOLDER CARTA VERDE NASSA,OBW C,PIEZA,28/04/16,17/04/17,0
FOLEC03B,FOLDER CARTA VERDE ECONOFILE,OBW C,PIEZA,26/01/18,20/03/18,600
FOLEC03R,FOLDER CARTA ROSA NASSA,OBW C,Pieza,17/03/17,19/04/17,0
FOLEC03S,FOLDER CARTA ROSA APSA,OBW C,PIEZA,28/03/16,18/01/18,23
FOLEC04,FOLDER CARTA AMARILLO MAPASA,OBW C,PIEZA,20/03/18,23/03/18,685
FOLEC04A,FOLDER CARTA AMARILLO ECONOFILE,OBW C,PIEZA,26/01/18,27/01/18,585
FOLEC04C,FOLDER T/CARTA CREMA NASSA,OBW C,PIEZA,28/04/16,13/03/17,0
FOLEC05,FOLDER CARTA ROSA ECONOFILE,OBW C,PIEZA,14/09/15,27/01/18,30
FOLEC05A,FOLDER T/CARTA ROSA MAPASA,OBW C,PIEZA,24/02/17,13/03/17,0
FOLEC05R,FOLDER T/OFICIO NASSA ROSA,OBW C,PIEZA,31/03/16,,200
FOLEC06A,FOLDER NASSA CTA AZUL,OBW C,PIEZA,28/04/16,19/02/10,0
FOLEC07,FOLDER KRAFT T/C,OBV C,PQT C/100,18/07/17,13/03/18,0
FOLEC07A,FOLDER KRAFT ECOLOGICO STARFILE T/C,OBV C,PIEZA,01/02/17,03/01/18,100
FOLEC08A,FOLDER KRAFT T/O NASSA,OBV C,Pieza,04/01/17,22/03/17,400
FOLEC08K,FOLDER KRAFT T/O APSA,OBV C,PQT C/100,26/10/17,13/02/18,8
FOLEC08P,FOLDER KRAFT T/O APSA,OBV C,PIEZA,08/01/18,09/11/17,432
FOLEC10,FOLDER CARTA KRAFT (APSA) ECO,OBW C,PIEZA,12/02/18,05/04/18,"2,050.00"
FOLEC10A,FOLDER OFICIO MAPASA CREMA,OBW C,PIEZA,09/11/17,04/04/18,372
FOLEC10AA,****NO USAR**** OFICIO MAPASA AZUL,OBW C,Pieza,27/06/17,03/04/17,0
FOLEC10AR,****NO USAR**** MAPASA ROSA OFI,OBW C,PIEZA,11/02/16,22/06/17,0
FOLEC10AV,****NO USAR**** O MAPASA VERDE,OBW C,PIEZA,27/06/17,19/02/10,0
FOLEC10B,FOLDER ECONOFILE T/OF CREMA,OBW C,PIEZA,14/03/18,05/04/18,"3,429.00"
FOLEC10C,FOLDER CREMA IRASA  T/OFICIO,OBW C,PIEZA,,29/11/14,0
FOLEC10D,FOLDER CANSA CREMA OFICIO,OBW C,PIEZA,06/12/17,12/02/18,"1,049.00"
FOLEC10E,FOLDER NASA CREMA T/OFICIO,OBW C,PIEZA,17/11/17,23/11/17,0
FOLEC11,FOLDER ECONOFILE T/OF AMARILLO,OBW C,PIEZA,09/02/18,19/02/18,164
FOLEC12,FOLDER ECONOFILE T/OF AZUL,OBW C,PIEZA,22/01/18,12/02/18,866
FOLEC13,FOLDER ROSA T/OFICIO,OBW C,PIEZA,29/07/15,19/01/18,13
FOLEC14,FOLDER VERDE T/OFICIO,OBW C,PIEZA,13/01/16,16/01/18,35
FOLEF03A,FOLDER T/C NASSA  CANARIO,OBW C,PIEZA,27/03/17,17/04/17,0
FOLFD08,****NO USAR****FOLDER FLASHFILE NG T/C,OBU C,PIEZA,09/09/14,25/04/16,0
FOLFDCF,FOLDER FOLDATA V/COLORES T/O BROCHE,OBR C,PIEZA,,18/11/15,0
FOLFDCG,FOLDER FOLDATA CARTA VARIOS COLORES,OBW C,Pieza,,19/02/10,0
FOLFL00,****NO USAR**** NEON ROSA.M T/C FF-0470,OBU C,PIEZA,08/09/14,25/02/16,0
FOLFL01,****NO USAR****DER FLASHFILE LITE  ROSA,OBU C,PIEZA,24/02/17,24/03/17,0
FOLFL02,****NO USAR****FOLDER FLASHFILE INT AZUL,OBU C,PIEZA,07/04/17,21/04/17,0
FOLFL02A,****NO USAR****FOLDER FLASO FF-0453,OBU C,PIEZA,15/08/0201,24/03/17,0
FOLFL03,NO USAR    FF-1462,OBU C,PIEZA,01/10/16,24/03/17,0
FOLFL04,****NO USAR**** FOH FILE INTEN NARA,OBU C,PIEZA,12/12/16,28/03/17,0
FOLFL04A,****NO USAR**** EJEC CTA NEGRO FF-0454,OBU C,PIEZA,08/02/17,19/02/10,0
FOLFL05,****NO USAR**** FOLDER FLASHFILE INTEN R,OBU C,PIEZA,01/10/16,24/03/17,0
FOLFL05N,FOLDER STARFILE HOT CTA NARANJA,OBU C,Pieza,18/01/16,19/01/16,0
FOLFL05S,FOLDER STARFILE HOT ROJO CTA,OBU C,PIEZA,28/02/18,01/03/18,111
FOLFL05T,FOLDER STARFILE HOT AZUL T/CARTA,OBW C,PIEZA,01/02/18,13/02/18,0
FOLFL06,****NO USAR**** FOLDER FLASHFIL,OBU C,PIEZA,16/03/17,27/04/17,0
FOLFL07,****NO USAR****FOLDER FLASHFILE LITE GR,OBU C,PIEZA,13/12/16,19/02/10,0
FOLFL07A,FOLDER STARFIL BITONO T/C  GRIS,OBU C,PIEZA,17/06/15,18/06/15,0
FOLFL09,****NO USAR****LITE LILA CTA FF-0456,OBU C,PIEZA,26/09/16,19/02/10,0
FOLFL10,****NO USAR****FOLDER FLASHFILE LITE,OBU C,PIEZA,08/03/16,08/03/16,0
FOLFL10T,****NO USAR****ER FLASHFILE TINTO T/CART,OBU C,PIEZA,20/01/14,07/07/14,0
FOLFL10V,****NO USAR****FOLDER FLASHFILE VER,OBU C,Paquete,11/02/17,19/02/10,0
FOLFL11,****NO USAR****  LITE  AGUA CTA FF-0458,OBU C,PAQUETE,13/02/16,19/02/10,0
FOLFL12,****NO USAR**** 5  LITE MORADO T/C 0471,OBU C,PAQUETE,24/02/17,23/03/17,0
FOLFL13,****NO USAR****FOLDER FLASHFILE,OBU C,Pieza,29/05/14,20/06/14,0
FOLFL2274,****NO USAR****FOLDER FLAS NEON T/C ROSA,OBU C,PIEZA,29/03/17,18/10/17,0
FOLFLGG,****NO USAR****FOLDER FLASHFILE OFICIO,OBU C,Pieza,10/12/14,17/12/15,0
FOLFLOF1,****NO USAR**** INTENSO OF  AZUL REY,OBU C,PIEZA,29/10/15,13/11/15,0
FOLHOT1,NO USAR FF0451,OBU C,PIEZA,22/11/16,19/02/10,0
FOLHOT2,****NO USAR****FOLDER FLASHFILE NEON,OBU C,PIEZA,16/10/14,19/02/10,0
FOLHOT3,****NO USAR****FOLDER FLASHFILE FF-1465,OBU C,PIEZA,18/07/16,19/02/10,0
FOLHOT5,****NO USAR****FOLDER FLASHFILE,OBU C,PIEZA,19/02/16,22/03/17,0
FOLMAE1,FOLDER MAE CL-1 T/CARTA C/LIGA,OBW C,PIEZA,25/07/16,28/08/17,0
FOLMAE1.1,FOLDER MAE PLAST. CLIP 5PCK-FOC C/5,OBW C,PAQUETE,25/05/16,10/06/16,0
FOLNEL1,****NO USAR**** RILLO OFICIO FLASH FILE,OBU C,PIEZA,23/06/16,19/02/10,6
FOLNEN1,FOLDER NEON NARANJA OFICIO,OBU C,PIEZA,17/07/15,14/01/15,0
FOLNEN2,FOLDER NEON AZUL OFICIO STARFILE,OBU C,PIEZA,20/04/17,04/01/18,34
FOLNEN3,****NO USAR**** NEON ROJO T/of FLASHFILE,OBU C,PIEZA,12/07/17,07/03/16,0
FOLNEN3A,FOLDER STARFILE T/OFICIO ROJO,OBU C,PIEZA,12/06/17,24/01/18,75
FOLNEN4,FOLDER NEON VERDE OFICIO,OBU C,PIEZA,09/03/15,10/03/15,0
FOLNEN5,FOLDER  T/OF NARANJA STAR FILE FF1461,OBU C,PIEZA,12/07/17,21/07/15,0
FOLNEN6,**** NO USAR **** FILE T/OF AZUL FF1464,OBU C,PIEZA,22/04/16,29/04/16,0
FOLOFI-A,FOLDER OFICIO AMARILLO,OBW C,PIEZA,,19/02/10,16
FOLOFI-R,FOLDER OFICIO ROSA,OBW C,PIEZA,,11/09/17,180
FOLOFI-V,FOLDER OFICIO VERDE MAPASA/NASSA,OBW C,PIEZA,14/02/18,15/02/18,934
FOLOFI-Z,FOLDER OFICIO AZUL,OBW C,PIEZA,13/09/17,12/03/18,"1,076.00"
FOLPRE2,FOLDER PRESENTACION ELITE FILE T/C VERDE,OBW C,PIEZA,11/02/15,19/02/10,24
FOLSFGG,FOLDER STARFILE CARTA C/GRIS BITONO,OBU C,PAQ C/25,23/02/18,24/02/18,0
FOLSFMB,FOLDER STARFILE MORADO BITONO T/C BC0617,OBU C,Pieza,06/07/15,10/12/15,0
FOLSFN1,FOLDER STARFILE HOT COLORS T/C NARANJA,OBU C,PIEZA,06/12/17,22/03/18,175
FOLSHOW1,(51705) FOLDER SHOWFOLIO CTA GRIS,OBW C,PIEZA,13/12/13,19/02/10,0
FOLSHOW2,FOLDER SHOWFOLIO CARTA BCO,OBW C,PIEZA,16/12/13,17/12/13,0
FOLSHOW3,51743 FOLDER SHOWFOLIO CTA AZUL MARINO,OBS C,PIEZA,17/03/17,28/03/17,0
FOLSTAR1,FOLDER STAR FILE BITONO T/C MORADO,OBU C,PIEZA,25/05/16,28/04/16,0
