Clave del artículo,Descripción del artículo,Línea,Unidad de entrada,Fecha de última compra,Fecha de última venta,Existencias, Precio 
FF1465,FOLDER FLASHFILE INTENSO OFI VERDE,OBU C,PAQ C/25,27/01/18,27/01/18,1, $99.79 
FF2161,FOL FLASHFILE INTEN BITONO CTA NARANJA,OBU C,PIEZA,06/11/17,06/06/18,77, $3.08 
FF2162,FOL FLASHFILE INTEN BITONO CTA AMARILLO,OBU C,PIEZA,,11/04/18,24, $-   
FF2163,FOL FLASHFILE INTEN BITONO CTA ROJO,OBU C,PIEZA,24/03/18,07/06/18,139, $3.25 
FF2164,FOL FLASHFILE INTEN BITONO CTA AZUL REY,OBU C,PIEZA,04/12/17,14/03/18,552, $2.88 
FF2165,FOL FLASHFILE INTEN BITONO CTA VERDE,OBU C,PIEZA,06/12/17,09/01/18,100, $2.88 
FF2265,FOL FLASHFILE LITE BITONO CTA 5 COLORES,OBU C,PIEZA,,07/06/17,0, $-   
FF2270,FOLDER FLASHFILE NEON CTA LIMÓN,OBU C,PIEZA,,23/04/18,40, $3.93 
FF2272,FOLDER FLASHFILE NEON CTA CORAL,OBU C,PIEZA,06/11/17,08/11/17,0, $4.58 
FF2273,FOLDER FLASHFILE NEON CTA MANDARINA,OBU C,PIEZA,04/10/17,27/01/18,44, $3.93 
FF2274,FOLDER FLASHFILE NEON CTA ROSA MEXICANO,OBU C,PIEZA,04/10/17,08/05/18,133, $3.93 
FFAMBT,****NO USAR**** FILE AMA CTA 2162,OBU C,Pieza,26/10/16,19/02/10,0, $2.56 
FICHAS1,6787 FICHA MAGNETICA ALFRA C/8,OEH E,BLISTER/8,19/04/17,20/04/17,0, $55.01 
FICHAS2,FICHA MAGNETICA AGRANEL 6786,OBO C,PIEZA,15/12/10,16/02/12,0, $5.12 
FICHBI0,****NO USAR****  ACME 845 MANUAL,OBO C,PIEZA,07/10/16,19/02/10,0, $19.34 
FIELTRO,FIELTRO,U   F,METRO,13/09/14,15/09/14,0, $32.74 
FINT2088,2088 PINTARRON ALFRA CLAS 120 X 150 EMP,OEH E,PIEZA,05/03/16,25/04/16,0," $1,628.90 "
FIPODER01,"FORMATO IMPRESO ""PODER""",OBY C,Pieza,,19/02/10,0, $-   
FLEJ004,FLETE,RI  F,PIEZA,27/02/18,15/05/18,2, $111.00 
FLEJE01,"KILOS FLEJE EN CAJA DE 1/2""",U   F,KILO,29/05/18,08/06/18,0, $38.41 
FLEJTEN01,"FLEJADORA TENSIONADORA MANUAL 1/2""",OAH C,PIEZA,15/05/18,17/05/18,0," $1,249.50 "
FLEXH3,FLEXOMETRO TRUPER FH-3 (14577) 3 M,OBP C,PIEZA,01/02/18,01/02/18,0, $71.11 
FLEXH3.,FLEXOMETRO TRUPER FH-3ME (15387),OBP C,PIEZA,13/03/18,13/03/18,0, $75.00 
FLEXH3C,FLEXOMETRO TRUPER FC-3M (10680) 5/8,OBP C,PIEZA,11/06/18,12/06/18,0, $69.82 
FLEXH3M,FLEXOMETRO TRUPER FX-3M (14604),,pz,29/11/17,29/11/17,0, $-   
FLEXH5,FLEXOMETRO TRUPER FH-5 (14578) 5 M,OBP C,PIEZA,01/02/18,01/02/18,0, $126.72 
FLEXH5C,FLEXOMETRO TRUPER FC-5M (10681) 3/4,OBP C,PIEZA,11/06/18,12/06/18,0, $125.43 
FLEXH5M,FLEXOMETRO TRUPER FH-5ME (15388),OBP C,PIEZA,13/03/18,13/03/18,0, $135.78 
FLEXOM1,FLEXOMETRO PRETUL 5 M,OBP C,PIEZA,10/07/15,10/07/15,0, $41.03 
FLEXOM10,FLEXOMETRO TRUPER FH-8 (14579) 8 M,OBP C,PIEZA,06/08/14,07/08/14,0, $178.63 
FLEXOM11,FLEXOMETRO ARBIL 3 M,OBP C,PIEZA,14/01/15,14/01/15,0, $-   
FLEXOM12,****NO USAR**** C/MAGNETO 3 M,OBP C,PIEZA,03/02/15,03/02/15,0, $83.88 
FLEXOM13,****NO USAR****C/MAGNETO 5 M,OBP C,PIEZA,03/02/15,03/02/15,0, $70.00 
FLEXOM14,FLEXOMETRO CADENA MGA9025 9 M,OBP C,PIEZA,02/02/16,08/02/16,0, $232.93 
FLEXOM2,FLEXOMETRO PRETUL 3 M,OBP C,PIEZA,13/10/17,14/10/17,0, $32.33 
FLEXOM3,FLEXOMETRO SANTUL 3 M,OBP C,PIEZA,15/11/12,15/11/12,0, $41.03 
FLEXOM4,****NO USAR*** TRUPER O CONTRA IMPACTO,OBP C,PIEZA,29/07/15,29/07/15,0, $60.34 
FLEXOM5,****NO USAR*****PER MAGNETICO 3 M,OBP C,PIEZA,10/07/15,10/07/15,0, $54.31 
FLEXOM6,****NO USAR**** TRUPER HULE 5MT,OBP C,PIEZA,10/01/15,14/01/15,0, $52.14 
FLEXOM7,****NO USAR**** 5 MT STANLEY PRO,OBP C,PIEZA,13/03/13,13/03/13,0, $71.20 
FLEXOM8,CINTA METALICA LARGA PRETUL 20900,OBP C,PIEZA,08/03/13,,0, $150.86 
FLEXOM9,CINTA METALICA LARGA PRETUL 20901,OBP C,PIEZA,12/03/13,19/02/10,1, $181.03 
FLEXST01,FLEXOMETRO STANLEY MAGNETICO 5 M,OBP C,PIEZA,,,0, $-   
FLEXST02,FLEXOMETRO HIG POWER MAGNETICO 5 M,OBP C,PIEZA,11/05/15,,0, $61.56 
FLXVIN15,IMAN FLEXIBLE C/CARA VINIL BLANCO CAL 15,U   F,METROS,20/07/17,20/07/17,0, $-   
FOACF01,FOLD C/BROCHE OF FOLDATA 3036 AZUL REY,OBR C,PIEZA,21/07/15,28/10/15,1, $11.54 
FOACF01A,FOLDER PRESBOARD 3027 NEGRO T/C,OBR C,PIEZA,,19/02/10,20, $-   
FOACF01B,FOLDER PRESB T/C  3021 AZUL CLARO,OBR C,PIEZA,,19/02/10,5, $-   
FOACF01C,FOLDER PRESBOARD T/C 3022 VERDE CLARO,OBR C,PIEZA,,19/02/10,3, $-   
FOACF01D,FOLDER PRESBOARD T/C AMARILLO FOLD,OBR C,PIEZA,,19/02/10,15, $-   
FOACF01E,FOLDER PRESBOARD T/C VERDE BAND FOLD,OBR C,PIEZA,,,2, $-   
FOACFP1,FOLDER MAE FP-1 PLAST C/PALANCA,OBR C,PIEZA,15/02/17,16/11/17,3, $27.21 
FOACGR1,FOL ACCOGRIP CTA VERDE CLARO,OBQ C,PIEZA,12/03/18,12/03/18,14, $17.49 
FOACGR10,FOL ACCOGRIP CTA ACCO  PLASTICO P1646,OBQ C,PIEZA,20/11/12,28/07/15,0, $38.07 
FOACGR2,FOL ACCOGRIP CTA AZUL CLARO,OBQ C,PIEZA,24/06/17,06/09/17,0, $17.49 
FOACGR3,FOL ACCOGRIP CTA VERDE OBSC,OBQ C,PIEZA,17/11/17,05/03/18,0, $17.49 
FOACGR4,FOL ACCOGRIP CTA AMARILLO,OBQ C,PIEZA,30/10/17,08/02/18,0, $17.49 
FOACGR5,FOL ACCOGRIP CTA AZUL OBS.,OBQ C,PIEZA,12/03/18,12/03/18,8, $17.49 
FOACGR5A,FOL ACCOGRIP CTA AZUL REY,OBQ C,PIEZA,20/08/15,21/08/15,0, $15.15 
FOACGR6,FOL ACCOGRIP CTA NEGRO,OBQ C,PIEZA,30/10/17,29/09/17,4, $17.49 
FOACGR7,FOL ACCOGRIP CTA ROJA,OBQ C,PIEZA,30/10/17,16/03/18,15, $17.49 
FOACGR8,FOL ACCOGRIP CTA CAOBA,OBQ C,PIEZA,30/10/17,28/06/17,4, $17.49 
FOACGR9,FOL ACCOGRIP OF ROJO,OBQ C,PIEZA,20/05/17,30/10/17,4, $19.96 
FOACGR9C,FOL ACCOGRIP OF CAOBA,OBQ C,Pieza,,19/02/10,0, $-   
FOACP03,FOL ACCOGRIP OF AZUL OBS,OBQ C,PIEZA,09/04/18,13/06/18,3, $19.96 
FOACP04,FOL ACCOPRESS ROJO OFICIO,OBQ C,PIEZA,05/06/17,20/06/17,0, $9.86 
FOACP06,FOLDER C/PALANCA T/O AZUL,OBR C,PIEZA,04/01/13,08/01/13,0, $12.69 
FOACP07,FOL ACCOGRIP OF NEGRO,OBQ C,PIEZA,11/01/16,30/03/17,10, $17.49 
FOACPR0,FOL ACCOPRESS CTA AZUL CLARO,OBR C,PIEZA,17/03/18,05/04/18,6, $8.62 
FOACPR1,FOL ACCOPRESS CTA AZUL OSCURO,OBR C,PIEZA,12/03/16,15/06/17,30, $7.15 
FOACPR2,FOL ACCOPRESS CTA VERDE,OBR C,PIEZA,12/02/18,05/03/18,5, $8.46 
FOACPR2A,FOL ACCOPRESS CTA VERDE OSCURO,OBR C,PIEZA,26/06/15,11/06/16,2, $7.79 
FOACPR3,FOL ACCOPRESS CTA NEGRO,OBR C,PIEZA,26/06/15,19/02/10,10, $6.84 
FOACPR5,FOL ACCOPRESS CTA AMARILLO,OBR C,PIEZA,23/01/14,31/01/14,0, $5.80 
FOACPR7,FOL ACCOPRESS CTA ROJO,OBR C,PIEZA,,19/02/10,12, $6.54 
FOACPR8,FOL ACCOPRESS CTA CAOBA,OBR C,PIEZA,23/01/14,31/01/14,0, $5.42 
FOACPS1,FOL ACCOPRESS OF AZUL OBSCURO,OBR C,PIEZA,18/05/16,19/05/16,9, $8.62 
FOACPS2,FOL ACCOPRESS OF AZUL CLARO,OBR C,PIEZA,,19/02/10,0, $8.62 
FOCAH23W,FOCO AHORRADOR 23W MINI TECNOLITE,U   F,PIEZA,26/02/16,26/02/16,0, $80.26 
FOCOL02,FOLDER PLAST C/SOLAPA GRIS  3002 ELITTE,OBT C,PIEZA,28/02/15,17/02/15,0, $15.03 
FOCOL03,FOLDER C/SOLAPA VERDE ELITE EL-3005,OBT C,PIEZA,18/02/13,12/08/13,0, $12.94 
FOCOLEG,FOLDER ELITE FILE GRIS,OBU C,PIEZA,04/12/13,25/08/17,91, $12.94 
FOLAC10,FOLDER COLG T/CARTA WILSON JONES C/25,OBT C,PIEZA,07/10/15,05/11/15,0, $132.44 
FOLAC94,FOL COLG CTA OXFORD COLOR,OBT C,PIEZA,04/12/14,04/12/14,0, $141.68 
FOLACO1,FOL COLG CTA C/25 VERDE,OBT C,PIEZA,07/08/13,04/06/14,0, $111.14 
FOLACO10,FOLDER COLG PENDAFLEX CTA AZ (92502),OBT C,PAQ/25,23/10/17,25/10/17,0, $198.35 
FOLACO11,FOLDER COLG CTA STARFILE VERDE,OBT C,PAQ/25,23/10/17,25/10/17,0, $153.38 
FOLACO2,FOL COLG OFICIO  C/25 VERDE,OBT C,PIEZA,17/12/14,18/12/14,0, $126.28 
FOLACO4,FOL COLG CTA ROJO  FOLDAFLEX,OBT C,PIEZA,,05/12/17,0, $200.82 
FOLACO5,FOL COLG T/OF FOLDAFLEX COLOR VDE.C/25,OBT C,PIEZA,11/04/18,24/04/18,0, $236.28 
FOLACO5A,FOL COLG T/OF FOLDAFLEX COLOR AZUL,OBT C,Pieza,13/06/16,15/06/16,0, $222.99 
FOLACO6,FOL COLG T/C FOLDAFLEX VDE C/25,OBT C,PIEZA,03/03/16,04/06/16,0, $149.27 
FOLACO6A,FOL COLG OF FOLDAFLEX  ROJO,OBT C,PIEZA,15/06/17,15/06/17,0, $251.33 
FOLACO6B,FOLDER COLGANTE FOLDAFLEX CARTA AZUL,OBT C,Pieza,12/05/16,12/05/16,0, $200.82 
FOLACO6O,FOL COLG OF PENDAFLEX  COLOR,OBT C,PIEZA,16/04/15,17/04/15,0, $184.80 
FOLACO6P,FOL COLG OF PENDAFLEX ROJO,OBT C,PIEZA,,,0, $161.33 
FOLACO7,FOL COLG T/OF FOLDAFLEX COLOR AMA,OBT C,Pieza,13/06/16,15/06/16,0, $222.99 
FOLACO7A,FOL COLG T/C  FOLDAFLEX PLUS AMARILLO,OBT C,CAJA,10/11/17,14/11/17,0, $200.82 
FOLACO8,91525 FOLDER COLGANTE CARTA OXFORD C/25,OBT C,PIEZA,12/05/18,13/06/18,11, $156.46 
FOLACO9,FOLDER COLGANTE T/OF ACRIMET C/25,OBT C,PIEZA,27/11/17,28/11/17,2, $92.40 
FOLACO9K,FOLDER COLG T/O ACRIMET C/25,OBT C,Pieza,07/12/16,19/02/10,0, $92.40 
FOLARCH0024,FOLDER ARCHIVERO EASY EMP 0024,OBW C,PIEZA,17/03/16,18/03/16,0, $42.00 
FOLBAC1,FOLDER PRESSBOARD ROJO C/BROCH BACO,OBR C,PIEZA,20/06/16,19/02/10,12, $10.15 
FOLBACP,FOLDER BACO PRESSBOARD C/BO OF VERDE CLA,OBR C,PIEZA,12/06/15,19/02/10,27, $11.80 
FOLCOL1,(91535) FOL COLG OF OXFORD C/25,OBT C,CAJA,28/05/18,12/06/18,17, $188.50 
FOLCOL2,(93509) FOLDER COLG OF OXFORD C/25 AMA,OBT C,PAQUETE,24/02/17,04/08/17,0, $223.24 
FOLCOL3,(93502) FOLDER COLG OF OXFORD C/25 AZ,OBT C,PAQUETE,17/05/18,22/05/18,1, $239.01 
FOLCTA-A,FOLDER CARTA MAPASA/NASSA AMARILLO,OBW C,PIEZA,,09/03/18,24, $1.32 
FOLCTA-R,FOLDER CARTA MAPASA/NASSA ROSA,OBW C,PIEZA,27/11/17,10/05/18,365, $1.36 
FOLCTA-V,FOLDER CARTA MAPASA/NASSA VERDE,OBW C,PIEZA,03/07/17,28/05/18,420, $1.32 
FOLCTA-Z,FOLDER CARTA MAPASA/NASSA AZUL,OBW C,PIEZA,30/10/17,20/02/18,11, $1.32 
FOLDAC1,FOLDER ACCOPORT CTA GRIS/NG,OBW C,PIEZA,09/07/12,10/07/12,0, $3.45 
FOLDE01,FOLDER CON COSTILLA TRANSPARENTE T/CARTA,DEPOT,PIEZA,13/06/16,24/01/18,265, $3.79 
FOLDE02,FOLDER C/PALANCA CTA ESSELTE F212,OBR C,PIEZA,09/04/14,17/01/15,0, $25.33 
FOLDE02A,F219B CARPETA PALANCA OXFORD T/C BC,OBR C,PIEZA,04/06/18,05/06/18,29, $37.70 
FOLDE02B,F219A CARPETA PALANCA OXFORD T/C AZ,OBR C,PIEZA,09/02/18,17/02/18,1, $37.70 
FOLDE02BK,F219BK CARPETA PALANCA OXFORD T/C NG,OBR C,Pieza,,10/12/15,0, $-   
FOLDE02Q,F-02QFOLDER ACME C/CLIP CTA,OBS C,PIEZA,28/09/16,19/02/10,0, $12.45 
FOLDE03,QO355 FOLDER ACME C/COST C/5 T/OF TRANS,OBS C,PIEZA,11/06/09,19/02/10,0, $27.33 
FOLDE04,FOLDER CTA OXFORD C/LIGA F879/880,OBW C,PIEZA,27/11/17,29/11/17,10, $108.42 
FOLDE05,FOLDER ACME F-02Q  T/C  C/CLIP,OBR C,PIEZA,09/09/16,19/02/10,0, $8.36 
FOLDE08,FOLDER PORTADOCUMENTOS C/CLIP,DEPOT,Pieza,22/09/14,23/09/14,0, $77.46 
FOLDIEM1,FOLDER T/C AZUL DIEM C/100,OBW C,PIEZA,03/01/18,09/01/18,0, $0.99 
FOLDIEM10,FOLDER DIEM T/OFICIO CREMA,OBW C,PIEZA,10/08/15,11/11/15,0, $0.92 
FOLDIEM2,FOLDER DIEM T/CARTA CREMA,OBW C,PIEZA,10/08/15,,0, $0.92 
FOLDIEM3,FOLDER CARTA AZUL DIEM C/25,OBW C,PAQ/25,04/11/17,07/11/17,0, $61.60 
FOLEC01,FOLDER CARTA CREMA ECONOFILE,OBW C,PIEZA,06/06/18,12/06/18,11353, $1.29 
FOLEC01A,FOLDER CARTA CREMA MAPASA,OBW C,PIEZA,20/03/18,09/06/18,1063, $1.18 
FOLEC01B,FOLDER CARTA CREMA OXFORD,OBW C,PIEZA,31/07/13,09/07/15,0, $0.81 
FOLEC01C,FOLDER CANSA CREMA CARTA,OBW C,PIEZA,16/01/18,11/04/18,475, $1.05 
FOLEC01D,FOLDER CARTA CREMA PRO FILE,OBW C,PIEZA,,,100, $-   
FOLEC02,FOLDER CARTA AZUL APSA,OBW C,PIEZA,24/01/18,06/02/18,200, $1.09 
FOLEC02A,FOLDER CARTA AZUL ECONOFILE,OBW C,PIEZA,06/11/17,08/11/17,0, $1.08 
FOLEC02D,FOLDER T/C AZUL DIEM C/25 PASTEL,OBW C,PAQUETE,03/03/16,04/03/16,0, $43.12 
FOLEC02M,FOLDER CARTA AZUL CLARO MAPASA,OBW C,PIEZA,28/04/18,12/06/18,4279, $2.00 
FOLEC03,FOLDER CARTA VERDE MAPASA,OBW C,PIEZA,15/05/18,11/06/18,800, $1.53 
FOLEC03A,FOLDER CARTA VERDE NASSA,OBW C,PIEZA,28/04/16,17/04/17,0, $1.11 
FOLEC03B,FOLDER CARTA VERDE ECONOFILE,OBW C,PIEZA,26/01/18,29/05/18,335, $1.27 
FOLEC03R,FOLDER CARTA ROSA NASSA,OBW C,Pieza,17/03/17,19/04/17,0, $1.01 
FOLEC03S,FOLDER CARTA ROSA APSA,OBW C,PIEZA,28/03/16,18/01/18,23, $0.54 
FOLEC04,FOLDER CARTA AMARILLO MAPASA,OBW C,PIEZA,07/06/18,12/06/18,585, $1.43 
FOLEC04A,FOLDER CARTA AMARILLO ECONOFILE,OBW C,PIEZA,26/01/18,27/01/18,585, $1.27 
FOLEC04C,FOLDER T/CARTA CREMA NASSA,OBW C,PIEZA,28/04/16,13/03/17,0, $0.92 
FOLEC05,FOLDER CARTA ROSA ECONOFILE,OBW C,PIEZA,14/09/15,27/01/18,30, $0.94 
FOLEC05A,FOLDER T/CARTA ROSA MAPASA,OBW C,PIEZA,24/02/17,13/03/17,0, $1.26 
FOLEC05R,FOLDER T/OFICIO NASSA ROSA,OBW C,PIEZA,31/03/16,,200, $1.08 
FOLEC06A,FOLDER NASSA CTA AZUL,OBW C,PIEZA,28/04/16,19/02/10,0, $1.11 
FOLEC07,FOLDER KRAFT T/C,OBV C,PQT C/100,11/04/18,23/05/18,0, $62.19 
FOLEC07A,FOLDER KRAFT ECOLOGICO STARFILE T/C,OBV C,PIEZA,01/02/17,09/04/18,0, $0.88 
FOLEC08A,FOLDER KRAFT T/O NASSA,OBV C,Pieza,04/01/17,22/03/17,400, $-   
FOLEC08K,FOLDER KRAFT T/O APSA,OBV C,PQT C/100,26/10/17,13/02/18,8, $73.33 
FOLEC08P,FOLDER KRAFT T/O APSA,OBV C,PIEZA,08/01/18,09/11/17,432, $1.19 
FOLEC10,FOLDER CARTA KRAFT (APSA) ECO,OBW C,PIEZA,06/06/18,12/06/18,1499, $0.79 
FOLEC10A,FOLDER OFICIO MAPASA CREMA,OBW C,PIEZA,09/11/17,02/06/18,171, $1.26 
FOLEC10AA,****NO USAR**** OFICIO MAPASA AZUL,OBW C,Pieza,27/06/17,03/04/17,0, $1.48 
FOLEC10AR,****NO USAR**** MAPASA ROSA OFI,OBW C,PIEZA,11/02/16,22/06/17,0, $1.17 
FOLEC10AV,****NO USAR**** O MAPASA VERDE,OBW C,PIEZA,27/06/17,19/02/10,0, $1.48 
FOLEC10B,FOLDER ECONOFILE T/OF CREMA,OBW C,PIEZA,09/06/18,13/06/18,6914, $1.90 
FOLEC10C,FOLDER CREMA IRASA  T/OFICIO,OBW C,PIEZA,,29/11/14,0, $-   
FOLEC10D,FOLDER CANSA CREMA OFICIO,OBW C,PIEZA,06/12/17,18/04/18,549, $1.22 
FOLEC10E,FOLDER NASA CREMA T/OFICIO,OBW C,PIEZA,17/11/17,23/11/17,0, $1.18 
FOLEC11,FOLDER ECONOFILE T/OF AMARILLO,OBW C,PIEZA,09/02/18,19/02/18,164, $1.49 
FOLEC12,FOLDER ECONOFILE T/OF AZUL,OBW C,PIEZA,22/01/18,12/02/18,866, $1.39 
FOLEC13,FOLDER ROSA T/OFICIO,OBW C,PIEZA,29/07/15,19/01/18,13, $1.10 
FOLEC14,FOLDER VERDE T/OFICIO,OBW C,PIEZA,13/01/16,16/01/18,35, $1.50 
FOLEF03A,FOLDER T/C NASSA  CANARIO,OBW C,PIEZA,27/03/17,17/04/17,0, $1.09 
FOLFD08,****NO USAR****FOLDER FLASHFILE NG T/C,OBU C,PIEZA,09/09/14,25/04/16,0, $2.30 
FOLFDCF,FOLDER FOLDATA V/COLORES T/O BROCHE,OBR C,PIEZA,,18/11/15,0, $-   
FOLFDCG,FOLDER FOLDATA CARTA VARIOS COLORES,OBW C,Pieza,,19/02/10,0, $-   
FOLFL00,****NO USAR**** NEON ROSA.M T/C FF-0470,OBU C,PIEZA,08/09/14,25/02/16,0, $2.68 
FOLFL01,****NO USAR****DER FLASHFILE LITE  ROSA,OBU C,PIEZA,24/02/17,24/03/17,0, $3.60 
FOLFL02,****NO USAR****FOLDER FLASHFILE INT AZUL,OBU C,PIEZA,07/04/17,21/04/17,0, $2.81 
FOLFL02A,****NO USAR****FOLDER FLASO FF-0453,OBU C,PIEZA,,24/03/17,0, $2.30 
FOLFL03,NO USAR    FF-1462,OBU C,PIEZA,01/10/16,24/03/17,0, $2.33 
FOLFL04,****NO USAR**** FOH FILE INTEN NARA,OBU C,PIEZA,12/12/16,28/03/17,0, $2.63 
FOLFL04A,****NO USAR**** EJEC CTA NEGRO FF-0454,OBU C,PIEZA,08/02/17,19/02/10,0, $2.62 
FOLFL05,****NO USAR**** FOLDER FLASHFILE INTEN R,OBU C,PIEZA,01/10/16,24/03/17,0, $2.46 
FOLFL05N,FOLDER STARFILE HOT CTA NARANJA,OBU C,Pieza,18/01/16,19/01/16,0, $2.12 
FOLFL05S,FOLDER STARFILE HOT ROJO CTA,OBU C,PIEZA,09/06/18,12/06/18,834, $2.93 
FOLFL05T,FOLDER STARFILE HOT AZUL T/CARTA,OBW C,PIEZA,01/02/18,13/02/18,0, $2.77 
FOLFL06,****NO USAR**** FOLDER FLASHFIL,OBU C,PIEZA,16/03/17,27/04/17,0, $2.81 
FOLFL07,****NO USAR****FOLDER FLASHFILE LITE GR,OBU C,PIEZA,13/12/16,19/02/10,0, $3.54 
FOLFL07A,FOLDER STARFILE BITONO T/C  GRIS,OBU C,PIEZA,17/06/15,18/06/15,0, $48.05 
FOLFL09,****NO USAR****LITE LILA CTA FF-0456,OBU C,PIEZA,26/09/16,19/02/10,0, $3.09 
FOLFL10,****NO USAR****FOLDER FLASHFILE LITE,OBU C,PIEZA,08/03/16,08/03/16,0, $3.20 
FOLFL10T,****NO USAR****ER FLASHFILE TINTO T/CART,OBU C,PIEZA,20/01/14,07/07/14,0, $2.51 
FOLFL10V,****NO USAR****FOLDER FLASHFILE VER,OBU C,Paquete,11/02/17,19/02/10,0, $3.60 
FOLFL11,****NO USAR****  LITE  AGUA CTA FF-0458,OBU C,PAQUETE,13/02/16,19/02/10,0, $10.89 
FOLFL12,****NO USAR**** 5  LITE MORADO T/C 0471,OBU C,PAQUETE,24/02/17,23/03/17,0, $4.27 
FOLFL13,****NO USAR****FOLDER FLASHFILE,OBU C,Pieza,29/05/14,20/06/14,0, $2.61 
FOLFL2274,****NO USAR****FOLDER FLAS NEON T/C ROSA,OBU C,PIEZA,29/03/17,18/10/17,0, $3.02 
FOLFLGG,****NO USAR****FOLDER FLASHFILE OFICIO,OBU C,Pieza,10/12/14,17/12/15,0, $1.97 
FOLFLOF1,****NO USAR**** INTENSO OF  AZUL REY,OBU C,PIEZA,29/10/15,13/11/15,0, $2.96 
FOLHOT1,NO USAR FF0451,OBU C,PIEZA,22/11/16,19/02/10,0, $2.94 
FOLHOT2,****NO USAR****FOLDER FLASHFILE NEON,OBU C,PIEZA,16/10/14,19/02/10,0, $2.54 
FOLHOT3,****NO USAR****FOLDER FLASHFILE FF-1465,OBU C,PIEZA,18/07/16,19/02/10,0, $3.33 
FOLHOT5,****NO USAR****FOLDER FLASHFILE,OBU C,PIEZA,19/02/16,22/03/17,0, $2.63 
FOLMAE1,FOLDER MAE CL-1 T/CARTA C/LIGA,OBW C,PIEZA,25/07/16,28/08/17,0, $20.82 
FOLMAE1.1,FOLDER MAE PLAST. CLIP 5PCK-FOC C/5,OBW C,PAQUETE,25/05/16,10/06/16,0, $87.47 
FOLNEL1,****NO USAR**** RILLO OFICIO FLASH FILE,OBU C,PIEZA,23/06/16,19/02/10,6, $2.96 
FOLNEN1,FOLDER NEON NARANJA OFICIO,OBU C,PIEZA,17/07/15,14/01/15,0, $3.04 
FOLNEN2,FOLDER NEON AZUL OFICIO STARFILE,OBU C,PIEZA,20/04/17,04/01/18,34, $2.72 
FOLNEN3,****NO USAR**** NEON ROJO T/of FLASHFILE,OBU C,PIEZA,12/07/17,07/03/16,0, $96.10 
FOLNEN3A,FOLDER STARFILE T/OFICIO ROJO,OBU C,PIEZA,12/06/17,24/01/18,75, $1.54 
FOLNEN4,FOLDER NEON VERDE OFICIO,OBU C,PIEZA,09/03/15,10/03/15,0, $2.99 
FOLNEN5,FOLDER  T/OF NARANJA STAR FILE FF1461,OBU C,PIEZA,12/07/17,21/07/15,0, $96.10 
FOLNEN6,**** NO USAR **** FILE T/OF AZUL FF1464,OBU C,PIEZA,22/04/16,29/04/16,0, $3.45 
FOLOFI-A,FOLDER OFICIO AMARILLO,OBW C,PIEZA,,19/02/10,16, $-   
FOLOFI-R,FOLDER OFICIO ROSA,OBW C,PIEZA,,04/05/18,149, $1.48 
FOLOFI-V,FOLDER OFICIO VERDE MAPASA/NASSA,OBW C,PIEZA,14/02/18,04/05/18,733, $1.68 
FOLOFI-Z,FOLDER OFICIO AZUL,OBW C,PIEZA,13/09/17,20/04/18,976, $1.48 
FOLPRE2,FOLDER PRESENTACION ELITE FILE T/C VERDE,OBW C,PIEZA,11/02/15,19/02/10,24, $14.33 
FOLSFGG,FOLDER STARFILE CARTA C/GRIS BITONO,OBU C,PAQ C/25,23/02/18,24/02/18,0, $72.38 
FOLSFMB,FOLDER STARFILE MORADO BITONO T/C BC0617,OBU C,Pieza,06/07/15,10/12/15,0, $2.09 
FOLSFN1,FOLDER STARFILE HOT COLORS T/C NARANJA,OBU C,PIEZA,09/06/18,12/06/18,375, $2.83 
FOLSHOW1,(51705) FOLDER SHOWFOLIO CTA GRIS,OBW C,PIEZA,13/12/13,19/02/10,0, $11.45 
FOLSHOW2,FOLDER SHOWFOLIO CARTA BCO,OBW C,PIEZA,16/12/13,17/12/13,0, $11.46 
FOLSHOW3,51743 FOLDER SHOWFOLIO CTA AZUL MARINO,OBS C,PIEZA,17/03/17,28/03/17,0, $13.43 
FOLSTAR1,FOLDER STARFILE BITONO T/C MORADO,OBU C,PIEZA,25/05/16,28/04/16,0, $2.34 
FOLSTAR10,FOLDER STARFILE CARTA VERDE,OBW C,PIEZA,23/10/17,01/08/17,0, $2.59 
FOLSTAR11,FOLDER STARFILE BITONO T/C NJA,OBW C,PAQ/25,26/01/18,30/05/18,3, $67.76 
FOLSTAR12,FOLDER STARFILE BITONO T/C AZUL CELESTE,OBW C,PAQ/25,26/04/18,22/03/18,11, $72.38 
FOLSTAR14,FOLDER STARFILE BITONO T/C AQUA,OBW C,PAQ C/25,23/02/18,,2, $72.38 
FOLSTAR2,FOLDER STAR FILE HOT COLOR VERDE T/C,OBU C,PIEZA,01/02/18,13/02/18,0, $2.77 
FOLSTAR3,FOLDER STARFILE CARTA AZUL c/25,OBU C,PIEZA,27/04/18,28/04/18,0, $72.38 
FOLSTAR3A,FOL STARFILE HOT COLOR OFICIO AZUL,OBU C,PIEZA,11/12/15,26/02/15,0, $2.53 
FOLSTAR4,FOLDER STARFILE HOT CARTA AMARILLO,OBU C,Pieza,09/06/18,12/06/18,200, $2.83 
FOLSTAR5,FOLDER STAR FILE HOT COLORS OF AMARILLO,OBW C,PIEZA,11/12/15,,0, $2.53 
FOLSTAR6,FOLDER STARFILE HOT COLORS OF NARANJA,OBU C,PIEZA,11/12/15,,0, $2.53 
FOLSTAR7,FOLDER STARFILE HOT COLORS OF ROJO,OBU C,PIEZA,11/12/15,,0, $2.53 
